,number,value,datetime_start,datetime_complete,duration,params_affinity,params_agglo_metric,params_agglo_n,params_alpha,params_assign_lables,params_clusterer,params_coef0,params_degree,params_eigen_solver,params_epsilon,params_hdbscan_algo,params_hdbscan_leaf_size,params_hdbscan_method,params_hdbscan_metric,params_hdbscan_n,params_kmeans_algo,params_kmeans_init,params_kmeans_n,params_kmeans_n_init,params_kmeans_tol,params_linkage,params_max_eps,params_min_dist,params_min_samples,params_n_oversamples,params_normalizer,params_optics_algo,params_optics_leaf_size,params_optics_method,params_optics_metric,params_optics_n,params_p,params_pca_n,params_pca_tol,params_perplexity,params_reducer,params_solver,params_spec_cluster,params_spec_gamma,params_spec_n,params_spec_n_init,params_spec_n_neighbors,params_tightness,params_tsne_init,params_tsne_lr,params_tsne_method,params_tsne_metric,params_tsne_n,params_umap_metric,params_umap_n,params_umap_n_neighbors,params_whiten,params_xi,state
82,82,0.9277416333459031,2024-05-01 05:44:59.469515,2024-05-01 05:44:59.700571,0 days 00:00:00.231056,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,10.0,QR,,,,,,,11.0,2.8753400594934186,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
83,83,0.9514998844566972,2024-05-01 05:44:59.701513,2024-05-01 05:44:59.966100,0 days 00:00:00.264587,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,12.0,QR,,,,,,,11.0,3.421407109549367,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
84,84,0.9277418026956435,2024-05-01 05:44:59.967052,2024-05-01 05:45:00.215589,0 days 00:00:00.248537,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,11.0,QR,,,,,,,10.0,3.360505296676406,,PCA,arpack,,,,,,,,,,,,,,,False,,COMPLETE
85,85,-1.0,2024-05-01 05:45:00.216570,2024-05-01 05:45:00.352565,0 days 00:00:00.135995,precomputed_nearest_neighbors,,,,cluster_qr,Spectral,25.13791892069787,5.0,arpack,,,,,,,,,,,,,,,,10.0,none,,,,,,,9.0,3.870742026173301,,PCA,full,16.0,9.6,9.0,15.0,197.0,,,,,,,,,,False,,COMPLETE
86,86,0.34172067046165466,2024-05-01 05:45:00.353780,2024-05-01 05:45:05.294678,0 days 00:00:04.940898,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,,,,,,,,,,,15.716059985000161,t-SNE,,,,,,,16.263299975174206,random,45.0,barnes_hut,chebyshev,1.0,,,,,,COMPLETE
87,87,0.8849406323846227,2024-05-01 05:45:05.295248,2024-05-01 05:45:05.515391,0 days 00:00:00.220143,,l2,9.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,13.0,QR,,,,,,,20.0,2.228547205567677,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
88,88,0.9098967310888193,2024-05-01 05:45:05.516079,2024-05-01 05:45:05.767662,0 days 00:00:00.251583,,manhattan,4.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,12.0,QR,,,,,,,11.0,2.86301772736689,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
89,89,-1.0,2024-05-01 05:45:05.768604,2024-05-01 05:45:06.043881,0 days 00:00:00.275277,,,,3.9000000000000004,,HDBSCAN,,,,0.2,brute,55.0,leaf,l1,197.0,,,,,,,,,142.0,11.0,QR,,,,,,,13.0,1.2169857321961526,,PCA,arpack,,,,,,,,,,,,,,,False,,COMPLETE
90,90,0.06693721736237104,2024-05-01 05:45:06.044459,2024-05-01 05:45:06.303583,0 days 00:00:00.259124,,euclidean,10.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,QR,,,,,,,14.0,1.9216351734557273,,PCA,full,,,,,,,,,,,,,,,True,,COMPLETE
91,91,0.9514997901273017,2024-05-01 05:45:06.304592,2024-05-01 05:45:06.630861,0 days 00:00:00.326269,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,12.0,QR,,,,,,,12.0,4.492030182623731,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
92,92,0.9514997901273017,2024-05-01 05:45:06.631810,2024-05-01 05:45:06.955379,0 days 00:00:00.323569,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,10.0,QR,,,,,,,12.0,3.1296944079544846,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
93,93,0.951499712776765,2024-05-01 05:45:06.956299,2024-05-01 05:45:07.236698,0 days 00:00:00.280399,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,12.0,QR,,,,,,,13.0,2.2943152105305127,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
94,94,0.9277416333459031,2024-05-01 05:45:07.237521,2024-05-01 05:45:07.471513,0 days 00:00:00.233992,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,11.0,QR,,,,,,,11.0,2.7649261609318856,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
95,95,0.9098969197226693,2024-05-01 05:45:07.472381,2024-05-01 05:45:07.705939,0 days 00:00:00.233558,,manhattan,4.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,9.0,QR,,,,,,,10.0,3.871146524955467,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
96,96,0.6032485582426467,2024-05-01 05:45:07.706820,2024-05-01 05:45:07.972614,0 days 00:00:00.265794,,cosine,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,14.0,LU,,,,,,,13.0,3.3536657243915196,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
97,97,0.5008549196265558,2024-05-01 05:45:07.973315,2024-05-01 05:45:08.242601,0 days 00:00:00.269286,,,14.0,,,Agglomerative,,,,,,,,,,,,,,,ward,,,,10.0,QR,,,,,,,12.0,4.972589047437773,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
98,98,-1.0,2024-05-01 05:45:08.243502,2024-05-01 05:45:08.470782,0 days 00:00:00.227280,,,,,,OPTICS,,,,,,,,,,,,,,,,10.0,0.65,,,,kd_tree,75.0,dbscan,euclidean,157.0,,,,,UMAP,,,,,,,,,,,,,haversine,8.0,397.0,,0.25,COMPLETE
99,99,0.6145041251458155,2024-05-01 05:45:08.471339,2024-05-01 05:45:08.619255,0 days 00:00:00.147916,,,,,,KMeans,,,,,,,,,,elkan,k-means++,6.0,,0.001,,,,,13.0,QR,,,,,,,11.0,1.712899337039328,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
100,100,-0.18540553748607635,2024-05-01 05:45:08.619986,2024-05-01 05:48:04.219815,0 days 00:02:55.599829,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,,,,,,,,,,,26.268557616996155,t-SNE,,,,,,,8.242707691051478,random,80.0,exact,rogerstanimoto,7.0,,,,,,COMPLETE
101,101,0.9514997901273017,2024-05-01 05:48:04.220534,2024-05-01 05:48:04.470173,0 days 00:00:00.249639,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,11.0,QR,,,,,,,12.0,2.6112187372418023,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
102,102,0.951499712776765,2024-05-01 05:48:04.471109,2024-05-01 05:48:04.769753,0 days 00:00:00.298644,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,11.0,QR,,,,,,,13.0,1.2802750979936697,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
103,103,0.9277416333459031,2024-05-01 05:48:04.770652,2024-05-01 05:48:05.022249,0 days 00:00:00.251597,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,10.0,QR,,,,,,,11.0,2.060809395483476,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
104,104,0.9514997901273017,2024-05-01 05:48:05.023231,2024-05-01 05:48:05.381649,0 days 00:00:00.358418,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,12.0,QR,,,,,,,12.0,2.378367604089845,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
105,105,0.9277418026956435,2024-05-01 05:48:05.382391,2024-05-01 05:48:05.564109,0 days 00:00:00.181718,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,9.0,none,,,,,,,10.0,3.8879811414302967,,PCA,arpack,,,,,,,,,,,,,,,False,,COMPLETE
106,106,0.9098967310888193,2024-05-01 05:48:05.564841,2024-05-01 05:48:05.806313,0 days 00:00:00.241472,,manhattan,4.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,8.0,QR,,,,,,,11.0,3.3696110786515563,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
107,107,-1.0,2024-05-01 05:48:05.807033,2024-05-01 05:48:06.080400,0 days 00:00:00.273367,nearest_neighbors,,,,kmeans,Spectral,99.45790684661351,3.0,amg,,,,,,,,,,,,,,,,11.0,QR,,,,,,,12.0,0.5854009804718765,,PCA,full,7.0,2.6,15.0,6.0,352.0,,,,,,,,,,False,,COMPLETE
108,108,0.284967267409005,2024-05-01 05:48:06.080972,2024-05-01 05:48:06.316757,0 days 00:00:00.235785,,manhattan,18.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,12.0,auto,,,,,,,13.0,2.704032131215851,,PCA,full,,,,,,,,,,,,,,,True,,COMPLETE
109,109,0.9514996439875245,2024-05-01 05:48:06.317470,2024-05-01 05:48:06.587489,0 days 00:00:00.270019,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,13.0,QR,,,,,,,14.0,1.7476017367912646,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
110,110,-1.0,2024-05-01 05:48:06.588178,2024-05-01 05:48:06.961751,0 days 00:00:00.373573,,,,7.0,,HDBSCAN,,,,3.6,auto,35.0,eom,jaccard,377.0,,,,,,,,,44.0,10.0,QR,,,,,,,12.0,4.3665798979102615,,PCA,arpack,,,,,,,,,,,,,,,False,,COMPLETE
111,111,0.9514997901273017,2024-05-01 05:48:06.962475,2024-05-01 05:48:07.181540,0 days 00:00:00.219065,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,12.0,QR,,,,,,,12.0,4.461053726014031,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
112,112,0.9277414903252391,2024-05-01 05:48:07.182442,2024-05-01 05:48:07.423287,0 days 00:00:00.240845,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,12.0,QR,,,,,,,12.0,4.7225059216876994,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
113,113,0.9514998844566972,2024-05-01 05:48:07.424223,2024-05-01 05:48:07.659261,0 days 00:00:00.235038,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,11.0,QR,,,,,,,11.0,3.6628775848421844,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
114,114,0.9514998844566972,2024-05-01 05:48:07.660193,2024-05-01 05:48:07.894524,0 days 00:00:00.234331,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,11.0,QR,,,,,,,11.0,3.05705316747779,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
115,115,0.927741777544507,2024-05-01 05:48:07.895490,2024-05-01 05:48:08.131429,0 days 00:00:00.235939,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,11.0,QR,,,,,,,10.0,3.036190056963703,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
116,116,0.9514998844566972,2024-05-01 05:48:08.132117,2024-05-01 05:48:08.357309,0 days 00:00:00.225192,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,10.0,QR,,,,,,,11.0,3.7347365876839804,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
117,117,0.9277416333459031,2024-05-01 05:48:08.358057,2024-05-01 05:48:08.614611,0 days 00:00:00.256554,,l2,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,9.0,QR,,,,,,,11.0,3.691710954690149,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
118,118,0.9514998844566972,2024-05-01 05:48:08.615548,2024-05-01 05:48:08.857200,0 days 00:00:00.241652,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,10.0,LU,,,,,,,11.0,3.226033969442938,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
119,119,0.3645092844963074,2024-05-01 05:48:08.858144,2024-05-01 05:48:18.869630,0 days 00:00:10.011486,,l2,4.0,,,Agglomerative,,,,,,,,,,,,,,,single,,0.2,,,,,,,,,,,,,UMAP,,,,,,,,,,,,,rogerstanimoto,14.0,97.0,,,COMPLETE
120,120,0.9514999796486417,2024-05-01 05:48:18.870340,2024-05-01 05:48:19.108634,0 days 00:00:00.238294,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,7.0,LU,,,,,,,10.0,3.2943126404242875,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
121,121,0.9514999796486417,2024-05-01 05:48:19.109564,2024-05-01 05:48:19.355588,0 days 00:00:00.246024,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,7.0,LU,,,,,,,10.0,3.3318865628134167,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
122,122,0.9515000983897101,2024-05-01 05:48:19.356493,2024-05-01 05:48:19.611210,0 days 00:00:00.254717,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,7.0,LU,,,,,,,9.0,3.221602846941418,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
123,123,0.9515000983897101,2024-05-01 05:48:19.612128,2024-05-01 05:48:19.870808,0 days 00:00:00.258680,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,6.0,LU,,,,,,,9.0,3.226548551113205,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
124,124,0.927742132982639,2024-05-01 05:48:19.871588,2024-05-01 05:48:20.132081,0 days 00:00:00.260493,,l2,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,6.0,LU,,,,,,,8.0,3.29878544160969,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
125,125,0.9515002149009113,2024-05-01 05:48:20.133064,2024-05-01 05:48:20.415252,0 days 00:00:00.282188,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,7.0,LU,,,,,,,8.0,3.533663857088713,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
126,126,0.9408067770681618,2024-05-01 05:48:20.416172,2024-05-01 05:48:20.710986,0 days 00:00:00.294814,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,6.0,LU,,,,,,,7.0,3.696797760755846,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
127,127,-1.0,2024-05-01 05:48:20.711720,2024-05-01 05:48:22.233282,0 days 00:00:01.521562,,,,,,OPTICS,,,,,,,,,,,,,,,,inf,,,7.0,LU,ball_tree,30.0,xi,rogerstanimoto,312.0,,9.0,3.146982732154012,,PCA,full,,,,,,,,,,,,,,,False,0.7000000000000001,COMPLETE
128,128,0.40254796291847034,2024-05-01 05:48:22.233818,2024-05-01 05:48:22.373979,0 days 00:00:00.140161,,,,,,KMeans,,,,,,,,,,lloyd,random,20.0,1.0,1.0,,,,,5.0,LU,,,,,,,9.0,3.5057161930989627,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
129,129,-0.06557798385620117,2024-05-01 05:48:22.374706,2024-05-01 05:48:32.570408,0 days 00:00:10.195702,,l2,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,,,,,,,,,,,11.616953528711477,t-SNE,,,,,,,11.367430305913414,pca,15.0,barnes_hut,russellrao,2.0,,,,,,COMPLETE
130,130,0.9515002149009113,2024-05-01 05:48:32.571124,2024-05-01 05:48:32.790327,0 days 00:00:00.219203,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,4.0,LU,,,,,,,8.0,3.974863811249722,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
131,131,0.9515002149009113,2024-05-01 05:48:32.791402,2024-05-01 05:48:33.007697,0 days 00:00:00.216295,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,4.0,LU,,,,,,,8.0,3.9789788151360623,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
132,132,0.9515002149009113,2024-05-01 05:48:33.008612,2024-05-01 05:48:33.225713,0 days 00:00:00.217101,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,4.0,LU,,,,,,,8.0,3.868575391900606,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
133,133,0.927742132982639,2024-05-01 05:48:33.226668,2024-05-01 05:48:33.444845,0 days 00:00:00.218177,,l2,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,4.0,LU,,,,,,,8.0,4.103544862406999,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
134,134,0.8852684870996224,2024-05-01 05:48:33.445824,2024-05-01 05:48:33.710808,0 days 00:00:00.264984,,l2,7.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,LU,,,,,,,7.0,3.911326864432948,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
135,135,0.8891494125018784,2024-05-01 05:48:33.711833,2024-05-01 05:48:33.982744,0 days 00:00:00.270911,,,2.0,,,Agglomerative,,,,,,,,,,,,,,,ward,,,,4.0,LU,,,,,,,8.0,3.4943494631920573,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
136,136,0.9515002149009113,2024-05-01 05:48:33.983704,2024-05-01 05:48:34.241780,0 days 00:00:00.258076,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,7.0,LU,,,,,,,8.0,3.7620761164759005,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
137,137,0.6471205842436176,2024-05-01 05:48:34.242724,2024-05-01 05:48:42.013701,0 days 00:00:07.770977,rbf,,,,discretize,Spectral,0.6458382397810141,1.0,lobpcg,,,,,,,,,,,,,,,,7.0,LU,,,,,,,6.0,3.0151907237337667,,PCA,full,15.0,7.1,7.0,14.0,107.0,,,,,,,,,,True,,COMPLETE
138,138,0.927742132982639,2024-05-01 05:48:42.014754,2024-05-01 05:48:42.250106,0 days 00:00:00.235352,,l2,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,4.0,LU,,,,,,,8.0,4.045377116343318,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
139,139,0.9515000983897101,2024-05-01 05:48:42.251055,2024-05-01 05:48:42.515856,0 days 00:00:00.264801,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,5.0,LU,,,,,,,9.0,3.537972992978844,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
140,140,0.8748537404827335,2024-05-01 05:48:42.516547,2024-05-01 05:48:42.836963,0 days 00:00:00.320416,,l2,4.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,5.0,LU,,,,,,,9.0,3.4511080558059857,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
141,141,0.9515002149009113,2024-05-01 05:48:42.837687,2024-05-01 05:48:43.121038,0 days 00:00:00.283351,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,6.0,LU,,,,,,,8.0,2.8806908293430986,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
142,142,0.9515003472106238,2024-05-01 05:48:43.122985,2024-05-01 05:48:43.330058,0 days 00:00:00.207073,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,6.0,LU,,,,,,,7.0,3.723340225573855,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
143,143,0.9515003472106238,2024-05-01 05:48:43.330768,2024-05-01 05:48:43.596178,0 days 00:00:00.265410,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,6.0,LU,,,,,,,7.0,2.840570263484329,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
144,144,0.9277425605118095,2024-05-01 05:48:43.598745,2024-05-01 05:48:43.817639,0 days 00:00:00.218894,,l2,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,6.0,LU,,,,,,,6.0,2.83024310750383,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
145,145,0.9515003472106238,2024-05-01 05:48:43.818565,2024-05-01 05:48:44.037197,0 days 00:00:00.218632,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,5.0,LU,,,,,,,7.0,3.256381484860152,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
146,146,0.9277423326651668,2024-05-01 05:48:44.038662,2024-05-01 05:48:44.259265,0 days 00:00:00.220603,,l2,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,5.0,LU,,,,,,,7.0,3.226272268191314,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
147,147,0.9515004980165359,2024-05-01 05:48:44.260208,2024-05-01 05:48:44.475828,0 days 00:00:00.215620,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,6.0,LU,,,,,,,6.0,3.8536026759771946,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
148,148,-1.0,2024-05-01 05:48:44.476773,2024-05-01 05:48:44.684006,0 days 00:00:00.207233,,,,2.2,,HDBSCAN,,,,7.6000000000000005,kd_tree,80.0,eom,l2,122.0,,,,,,,,,62.0,6.0,LU,,,,,,,6.0,3.9784755628629895,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
149,149,0.2467643767595291,2024-05-01 05:48:44.684785,2024-05-01 05:52:32.291347,0 days 00:03:47.606562,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,0.75,,,,,,,,,,,,,UMAP,,,,,,,,,,,,,mahalanobis,2.0,227.0,,,COMPLETE
150,150,0.9515003472106238,2024-05-01 05:52:32.292338,2024-05-01 05:52:32.526312,0 days 00:00:00.233974,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,7.0,LU,,,,,,,7.0,4.588528334555983,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
151,151,0.9515003472106238,2024-05-01 05:52:32.527266,2024-05-01 05:52:32.774170,0 days 00:00:00.246904,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,7.0,LU,,,,,,,7.0,4.623101063714209,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
152,152,0.9277423326651668,2024-05-01 05:52:32.775104,2024-05-01 05:52:33.022790,0 days 00:00:00.247686,,l2,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,6.0,LU,,,,,,,7.0,4.654696509233404,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
153,153,0.9515004980165359,2024-05-01 05:52:33.023560,2024-05-01 05:52:33.233519,0 days 00:00:00.209959,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,7.0,LU,,,,,,,6.0,5.3018468645653245,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
154,154,0.9515004980165359,2024-05-01 05:52:33.234514,2024-05-01 05:52:33.464584,0 days 00:00:00.230070,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,4.0,LU,,,,,,,6.0,6.14988932527877,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
155,155,0.9277425605118095,2024-05-01 05:52:33.465638,2024-05-01 05:52:33.749586,0 days 00:00:00.283948,,l2,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,LU,,,,,,,6.0,6.270274442632019,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
156,156,0.9515006686483856,2024-05-01 05:52:33.750566,2024-05-01 05:52:34.029262,0 days 00:00:00.278696,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,4.0,LU,,,,,,,5.0,5.216151809976436,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
157,157,0.9515006686483856,2024-05-01 05:52:34.030062,2024-05-01 05:52:34.274363,0 days 00:00:00.244301,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,4.0,LU,,,,,,,5.0,5.162884498035773,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
158,158,0.3359118700027466,2024-05-01 05:52:34.275303,2024-05-01 05:52:41.204013,0 days 00:00:06.928710,,l2,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,,,,,,,,,,,41.08108774746128,t-SNE,,,,,,,16.322945180878804,random,75.0,barnes_hut,jaccard,1.0,,,,,,COMPLETE
159,159,-1.0,2024-05-01 05:52:41.204585,2024-05-01 05:52:41.325511,0 days 00:00:00.120926,,,,,,OPTICS,,,,,,,,,,,,,,,,100.0,,,4.0,LU,brute,75.0,dbscan,seuclidean,427.0,,4.0,4.984159071811179,,PCA,full,,,,,,,,,,,,,,,False,1.0,COMPLETE
160,160,0.2859456913367381,2024-05-01 05:52:41.326506,2024-05-01 05:52:41.612342,0 days 00:00:00.285836,,,,,,KMeans,,,,,,,,,,elkan,random,13.0,10.0,0.0001,,,,,4.0,LU,,,,,,,5.0,5.496210201699111,,PCA,full,,,,,,,,,,,,,,,True,,COMPLETE
161,161,0.9515006686483856,2024-05-01 05:52:41.613335,2024-05-01 05:52:41.840712,0 days 00:00:00.227377,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,LU,,,,,,,5.0,5.283270206062481,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
162,162,0.9515006686483856,2024-05-01 05:52:41.841690,2024-05-01 05:52:42.071083,0 days 00:00:00.229393,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,LU,,,,,,,5.0,5.170313286310313,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
163,163,0.9515006686483856,2024-05-01 05:52:42.072084,2024-05-01 05:52:42.314227,0 days 00:00:00.242143,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,LU,,,,,,,5.0,5.165080165231643,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
164,164,0.9277428189695623,2024-05-01 05:52:42.315218,2024-05-01 05:52:42.577856,0 days 00:00:00.262638,,l2,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,LU,,,,,,,5.0,5.164445443968434,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
165,165,0.9515008545578919,2024-05-01 05:52:42.578587,2024-05-01 05:52:42.849298,0 days 00:00:00.270711,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,LU,,,,,,,4.0,5.263914810421996,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
166,166,0.9515008545578919,2024-05-01 05:52:42.850026,2024-05-01 05:52:43.083378,0 days 00:00:00.233352,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,LU,,,,,,,4.0,5.99847324460778,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
167,167,0.8891506799481641,2024-05-01 05:52:43.084105,2024-05-01 05:52:43.367792,0 days 00:00:00.283687,,,2.0,,,Agglomerative,,,,,,,,,,,,,,,ward,,,,2.0,LU,,,,,,,5.0,5.243142806329007,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
168,168,0.9277430996776866,2024-05-01 05:52:43.368496,2024-05-01 05:52:43.583519,0 days 00:00:00.215023,,l2,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,LU,,,,,,,4.0,5.798176476740413,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE
